freq, ang, val
1, -180, -0.3095
2, -180, -6.6961
3, -180, -26.0035
4, -180, -13.1555
5, -180, -12.1919
6, -180, -13.7224
7, -180, -21.1606
8, -180, -17.8778
9, -180, -13.3128
10, -180, -13.4996
11, -180, -14.6209
12, -180, -20.8363
13, -180, -13.6156
14, -180, -13.8269
15, -180, -13.7461
16, -180, -15.5957
17, -180, -16.2119
18, -180, -40.8893
19, -180, -31.2782
20, -180, -38.2877
21, -180, -19.9025
22, -180, -15.0408
23, -180, -14.4486
24, -180, -14.0073
25, -180, -16.0415
26, -180, -19.7474
27, -180, -30.7843
28, -180, -15.9776
29, -180, -10.0198
30, -180, -5.6089
31, -180, 1.7603
32, -180, 1.3823
1, -177, -0.4556
2, -177, -6.9682
3, -177, -26.8214
4, -177, -13.2303
5, -177, -12.2508
6, -177, -13.8093
7, -177, -22.8407
8, -177, -17.3236
9, -177, -13.4094
10, -177, -13.7332
11, -177, -14.8888
12, -177, -20.8292
13, -177, -13.8203
14, -177, -14.0914
15, -177, -14.0221
16, -177, -15.8396
17, -177, -16.4148
18, -177, -34.2364
19, -177, -30.4327
20, -177, -33.8887
21, -177, -20.1153
22, -177, -15.1327
23, -177, -14.5012
24, -177, -14.0124
25, -177, -15.8628
26, -177, -19.28
27, -177, -30.3964
28, -177, -16.4016
29, -177, -10.2696
30, -177, -5.7586
31, -177, 1.4622
32, -177, 1.0144
1, -174, -0.6281
2, -174, -7.265
3, -174, -27.4306
4, -174, -13.4148
5, -174, -12.3976
6, -174, -13.9643
7, -174, -24.4279
8, -174, -17.0105
9, -174, -13.6535
10, -174, -14.1105
11, -174, -15.2849
12, -174, -20.6673
13, -174, -14.1535
14, -174, -14.4709
15, -174, -14.4082
16, -174, -16.1231
17, -174, -16.6171
18, -174, -30.4705
19, -174, -29.4776
20, -174, -30.8568
21, -174, -20.6343
22, -174, -15.3878
23, -174, -14.6746
24, -174, -14.0903
25, -174, -15.6269
26, -174, -18.6014
27, -174, -29.7274
28, -174, -17.3307
29, -174, -10.7981
30, -174, -6.0677
31, -174, 1.1035
32, -174, 0.6052
1, -171, -0.828
2, -171, -7.5888
3, -171, -27.7906
4, -171, -13.7133
5, -171, -12.6354
6, -171, -14.1915
7, -171, -25.7971
8, -171, -16.9017
9, -171, -14.0438
10, -171, -14.6388
11, -171, -15.8205
12, -171, -20.423
13, -171, -14.6171
14, -171, -14.9734
15, -171, -14.9128
16, -171, -16.4572
17, -171, -16.832
18, -171, -27.7821
19, -171, -28.27
20, -171, -28.379
21, -171, -21.4854
22, -171, -15.8288
23, -171, -14.9891
24, -171, -14.2608
25, -171, -15.373
26, -171, -17.8144
27, -171, -27.7505
28, -171, -18.8983
29, -171, -11.6472
30, -171, -6.5509
31, -171, 0.6816
32, -171, 0.1458
1, -168, -1.0568
2, -168, -7.9424
3, -168, -27.8851
4, -168, -14.1335
5, -168, -12.97
6, -168, -14.4969
7, -168, -26.8532
8, -168, -16.9731
9, -168, -14.5804
10, -168, -15.3295
11, -168, -16.5132
12, -168, -20.1457
13, -168, -15.215
14, -168, -15.6118
15, -168, -15.5489
16, -168, -16.8604
17, -168, -17.0802
18, -168, -25.6657
19, -168, -26.7926
20, -168, -26.2125
21, -168, -22.6974
22, -168, -16.4937
23, -168, -15.4779
24, -168, -14.5535
25, -168, -15.1471
26, -168, -17.0127
27, -168, -24.9435
28, -168, -21.392
29, -168, -12.894
30, -168, -7.2323
31, -168, 0.19
32, -168, -0.3767
1, -165, -1.3161
2, -165, -8.3292
3, -165, -27.7267
4, -165, -14.6876
5, -165, -13.4097
6, -165, -14.8892
7, -165, -27.5947
8, -165, -17.2083
9, -165, -15.2642
10, -165, -16.1984
11, -165, -17.3891
12, -165, -19.8663
13, -165, -15.9512
14, -165, -16.4037
15, -165, -16.3344
16, -165, -17.3589
17, -165, -17.3901
18, -165, -23.9289
19, -165, -25.1725
20, -165, -24.2914
21, -165, -24.2432
22, -165, -17.4427
23, -165, -16.1909
24, -165, -15.01
25, -165, -14.9987
26, -165, -16.2735
27, -165, -22.2161
28, -165, -25.4292
29, -165, -14.6812
30, -165, -8.1484
31, -165, -0.3822
32, -165, -0.979
1, -162, -1.6078
2, -162, -8.7535
3, -162, -27.3541
4, -162, -15.3934
5, -162, -13.9665
6, -162, -15.3802
7, -162, -28.1143
8, -162, -17.5958
9, -162, -16.0933
10, -162, -17.2641
11, -162, -18.4857
12, -162, -19.6058
13, -162, -16.8256
14, -162, -17.3713
15, -162, -17.2907
16, -162, -17.9886
17, -162, -17.798
18, -162, -22.4905
19, -162, -23.5739
20, -162, -22.606
21, -162, -25.8211
22, -162, -18.7715
23, -162, -17.2038
24, -162, -15.6885
25, -162, -14.9801
26, -162, -15.6601
27, -162, -19.9152
28, -162, -30.8106
29, -162, -17.2972
30, -162, -9.3524
31, -162, -1.0508
32, -162, -1.6809
1, -159, -1.9345
2, -159, -9.2207
3, -159, -26.8212
4, -159, -16.2773
5, -159, -14.6574
6, -159, -15.986
7, -159, -28.5306
8, -159, -18.1276
9, -159, -17.0582
10, -159, -18.5437
11, -159, -19.8558
12, -159, -19.3815
13, -159, -17.8253
14, -159, -18.5371
15, -159, -18.4385
16, -159, -18.7989
17, -159, -18.3495
18, -159, -21.3174
19, -159, -22.118
20, -159, -21.1603
21, -159, -26.467
22, -159, -20.6403
23, -159, -18.6382
24, -159, -16.673
25, -159, -15.1477
26, -159, -15.2261
27, -159, -18.0878
28, -159, -27.2866
29, -159, -21.4664
30, -159, -10.9238
31, -159, -1.8364
32, -159, -2.5062
1, -156, -2.2988
2, -156, -9.7376
3, -156, -26.1861
4, -156, -17.3789
5, -156, -15.5067
6, -156, -16.729
7, -156, -28.9165
8, -156, -18.798
9, -156, -18.1311
10, -156, -20.0363
11, -156, -21.571
12, -156, -19.2109
13, -156, -18.9074
14, -156, -19.9118
15, -156, -19.7827
16, -156, -19.8588
17, -156, -19.1044
18, -156, -20.3995
19, -156, -20.8745
20, -156, -19.9614
21, -156, -25.3493
22, -156, -23.3322
23, -156, -20.7099
24, -156, -18.0963
25, -156, -15.568
26, -156, -15.0224
27, -156, -16.7101
28, -156, -22.1774
29, -156, -30.2354
30, -156, -12.9822
31, -156, -2.7659
32, -156, -3.4832
1, -153, -2.7043
2, -153, -10.3127
3, -153, -25.5017
4, -153, -18.7603
5, -153, -16.5499
6, -153, -17.6409
7, -153, -29.259
8, -153, -19.6037
9, -153, -19.2499
10, -153, -21.6758
11, -153, -23.7098
12, -153, -19.1131
13, -153, -19.9705
14, -153, -21.4539
15, -153, -21.2675
16, -153, -21.2721
17, -153, -20.1468
18, -153, -19.7412
19, -153, -19.8814
20, -153, -19.0181
21, -153, -23.2896
22, -153, -27.2839
23, -153, -23.8676
