freq, ang, val
1, -180, -2.1217
2, -180, 0.0685
3, -180, -1.7745
4, -180, -4.5495
5, -180, -8.9109
6, -180, -14.6781
7, -180, -24.2233
8, -180, -12.2008
9, -180, -9.1352
10, -180, -8.3766
11, -180, -13.203
12, -180, -16.0994
13, -180, -7.3903
14, -180, -5.3349
15, -180, -6.7597
16, -180, -8.014
17, -180, -5.0306
18, -180, -6.6541
19, -180, -10.2132
20, -180, -12.0149
21, -180, -15.0448
22, -180, -21.1938
23, -180, -20.4382
24, -180, -19.7856
25, -180, -28.5937
26, -180, -26.4161
27, -180, -16.5249
28, -180, -9.457
29, -180, -5.6443
30, -180, -3.693
31, -180, -2.3906
32, -180, -1.5224
1, -177, -2.1956
2, -177, 0.0442
3, -177, -1.7631
4, -177, -4.5481
5, -177, -8.7535
6, -177, -13.9813
7, -177, -22.0543
8, -177, -11.6077
9, -177, -8.907
10, -177, -8.3651
11, -177, -13.2123
12, -177, -16.1396
13, -177, -7.3505
14, -177, -5.2524
15, -177, -6.7714
16, -177, -7.9817
17, -177, -4.8933
18, -177, -6.3844
19, -177, -9.8777
20, -177, -11.6685
21, -177, -14.5301
22, -177, -20.1137
23, -177, -21.0218
24, -177, -19.9712
25, -177, -29.3272
26, -177, -27.4019
27, -177, -16.9419
28, -177, -9.738
29, -177, -5.8616
30, -177, -3.786
31, -177, -2.3438
32, -177, -1.548
1, -174, -2.2963
2, -174, 0.0025
3, -174, -1.7629
4, -174, -4.546
5, -174, -8.5771
6, -174, -13.2771
7, -174, -20.137
8, -174, -11.0299
9, -174, -8.6863
10, -174, -8.3637
11, -174, -13.2038
12, -174, -16.1454
13, -174, -7.3318
14, -174, -5.2226
15, -174, -6.8677
16, -174, -8.028
17, -174, -4.8097
18, -174, -6.1435
19, -174, -9.5218
20, -174, -11.2754
21, -174, -13.9215
22, -174, -18.8369
23, -174, -21.9103
24, -174, -20.3368
25, -174, -30.0458
26, -174, -28.8475
27, -174, -17.7163
28, -174, -10.2763
29, -174, -6.2984
30, -174, -4.0672
31, -174, -2.4491
32, -174, -1.6983
1, -171, -2.4246
2, -171, -0.0567
3, -171, -1.774
4, -171, -4.5441
5, -171, -8.3846
6, -171, -12.5742
7, -171, -18.4329
8, -171, -10.4664
9, -171, -8.4722
10, -171, -8.3718
11, -171, -13.1749
12, -171, -16.1141
13, -171, -7.3332
14, -171, -5.2445
15, -171, -7.0511
16, -171, -8.1548
17, -171, -4.7806
18, -171, -5.9338
19, -171, -9.1547
20, -171, -10.8508
21, -171, -13.2388
22, -171, -17.4497
23, -171, -23.0454
24, -171, -20.9064
25, -171, -30.6375
26, -171, -30.8476
27, -171, -18.8953
28, -171, -11.1054
29, -171, -6.9862
30, -171, -4.5609
31, -171, -2.7173
32, -171, -1.9784
1, -168, -2.5814
2, -168, -0.1341
3, -168, -1.7971
4, -168, -4.5436
5, -168, -8.1797
6, -168, -11.8802
7, -168, -16.9051
8, -168, -9.9163
9, -168, -8.2636
10, -168, -8.389
11, -168, -13.1226
12, -168, -16.0422
13, -168, -7.3537
14, -168, -5.3182
15, -168, -7.3268
16, -168, -8.367
17, -168, -4.8093
18, -168, -5.7605
19, -168, -8.7887
20, -168, -10.4137
21, -168, -12.5117
22, -168, -16.0349
23, -168, -24.0836
24, -168, -21.6828
25, -168, -30.9011
26, -168, -33.4787
27, -168, -20.5507
28, -168, -12.2769
29, -168, -7.9737
30, -168, -5.3044
31, -168, -3.1667
32, -168, -2.3987
1, -165, -2.7676
2, -165, -0.23
3, -165, -1.8328
4, -165, -4.5458
5, -165, -7.9663
6, -165, -11.2016
7, -165, -15.5241
8, -165, -9.3793
9, -165, -8.0597
10, -165, -8.4141
11, -165, -13.0433
12, -165, -15.9263
13, -165, -7.3919
14, -165, -5.4443
15, -165, -7.7022
16, -165, -8.6725
17, -165, -4.9018
18, -165, -5.6312
19, -165, -8.4384
20, -165, -9.986
21, -165, -11.7749
22, -165, -14.658
23, -165, -24.1392
24, -165, -22.5753
25, -165, -30.5452
26, -165, -36.6404
27, -165, -22.7771
28, -165, -13.8707
29, -165, -9.3377
30, -165, -6.3542
31, -165, -3.8253
32, -165, -2.976
1, -162, -2.9847
2, -162, -0.3452
3, -162, -1.8819
4, -162, -4.5524
5, -162, -7.7483
6, -162, -10.5439
7, -162, -14.2674
8, -162, -8.8555
9, -162, -7.8594
10, -162, -8.4459
11, -162, -12.9334
12, -162, -15.7631
13, -162, -7.4463
14, -162, -5.6242
15, -162, -8.1879
16, -162, -9.0819
17, -162, -5.0662
18, -162, -5.556
19, -162, -8.1201
20, -162, -9.5917
21, -162, -11.0639
22, -162, -13.366
23, -162, -22.6148
24, -162, -23.2318
25, -162, -29.3486
26, -162, -39.4081
27, -162, -25.6366
28, -162, -16.0121
29, -162, -11.2065
30, -162, -7.7983
31, -162, -4.7345
32, -162, -3.7335
1, -159, -3.2343
2, -159, -0.4805
3, -159, -1.9454
4, -159, -4.5653
5, -159, -7.5298
6, -159, -9.9115
7, -159, -13.1184
8, -159, -8.345
9, -159, -7.6622
10, -159, -8.4828
11, -159, -12.7892
12, -159, -15.55
13, -159, -7.515
14, -159, -5.8598
15, -159, -8.7974
16, -159, -9.6093
17, -159, -5.3132
18, -159, -5.5468
19, -159, -7.8512
20, -159, -9.256
21, -159, -10.4124
22, -159, -12.1918
23, -159, -20.2558
24, -159, -22.9736
25, -159, -27.4126
26, -159, -39.5798
27, -159, -28.7881
28, -159, -18.8924
29, -159, -13.8187
30, -159, -9.7824
31, -159, -5.9558
32, -159, -4.7031
1, -156, -3.5182
2, -156, -0.6371
3, -156, -2.0246
4, -156, -4.5866
5, -156, -7.3152
6, -156, -9.3086
7, -156, -12.0641
8, -156, -7.8488
9, -156, -7.4678
10, -156, -8.5234
11, -156, -12.6075
12, -156, -15.2855
13, -156, -7.5959
14, -156, -6.1533
15, -156, -9.5476
16, -156, -10.2726
17, -156, -5.6566
18, -156, -5.6178
19, -156, -7.6501
20, -156, -9.0051
21, -156, -9.8517
22, -156, -11.1595
23, -156, -17.9018
24, -156, -21.491
25, -156, -25.0994
26, -156, -36.8477
27, -156, -30.5159
28, -156, -22.6844
29, -156, -17.7117
30, -156, -12.5701
31, -156, -7.5848
32, -156, -5.9281
1, -153, -3.839
2, -153, -0.816
3, -153, -2.1209
4, -153, -4.6188
5, -153, -7.1087
6, -153, -8.7384
7, -153, -11.0953
8, -153, -7.3682
9, -153, -7.2761
10, -153, -8.5657
11, -153, -12.3855
12, -153, -14.9698
13, -153, -7.6862
14, -153, -6.5072
15, -153, -10.4591
16, -153, -11.0941
17, -153, -6.1133
18, -153, -5.7858
19, -153, -7.536
20, -153, -8.8664
21, -153, -9.4105
